payCardID,Passenger,age,age_group,payCardSex,payCardBank,total_number_of_Transactions,Most_frequent_corridorName,Most_frequent_tapInStopsName,Most_Frequent_tapOutStopsName,signup_date,last_active_date
180062659848800,Bajragin Usada,16,Student,M,emoney,39,Matraman Baru - Ancol,Budi Utomo,Pademangan,2023-04-03 05:21:44,2023-04-28 18:00:55
180063325874881,"KH. Prasetyo Tamba, S.E.",31,Non-Student,F,emoney,4,Kalideres - Puri Kembangan,Gg. H. Doel Bojong Raya,Jln. Mangga,2023-04-09 20:27:31,2023-04-30 13:10:55
180064464472990,Hj. Ana Laksita,34,Non-Student,F,emoney,39,Senen - Lebak Bulus,Pondok Pinang,Telkom Grapari,2023-04-03 06:05:29,2023-04-28 20:59:29
180065411329605,"Dt. Murti Salahudin, S.T.",16,Student,F,emoney,39,Lenteng Agung - Aseli,Sbr. Polsek Jagakarsa,Simpang Warung Sila Rindang,2023-04-03 05:18:28,2023-04-28 18:55:19
180066742723573,"Capa Permata, S.Ked",34,Non-Student,M,emoney,3,Gondangdia - Balai Kota,Jln. Perjuangan Raya 2,Telkom Grapari,2023-04-09 17:35:14,2023-04-29 07:12:36
180067269047958,Jarwa Tampubolon,19,Non-Student,F,emoney,40,Cibubur - Balai Kota,Bank Indonesia 1,Sari Pan Pacific,2023-04-03 06:19:20,2023-04-28 21:40:28
180067558117603,Harsaya Ramadan,22,Non-Student,F,emoney,39,Joglo - Blok M,Jln. Palatehan,Gerbang Tol Joglo 1,2023-04-03 09:14:32,2023-04-28 19:31:50
180068993022747,Ophelia Prasasta,43,Non-Student,M,emoney,2,Grogol - Meruya via Roxy,Apartemen Kedoya Elok 2,Jln. Jeruk Garut,2023-04-08 19:11:17,2023-04-23 08:03:29
180073186339783,T. Darijan Gunarto,22,Non-Student,F,emoney,14,Tanjung Priok - Plumpang,Jln. Lagoa Kanal,Polsek Tj. Priok,2023-04-13 06:14:37,2023-04-19 20:41:46
180074265853819,Banara Melani,58,Non-Student,F,emoney,14,Pulo Gebang - Rorotan,Masjid Jami Ar Roghibin,Gg. H. Kamil,2023-04-13 12:59:59,2023-04-19 21:44:55
180074627743328,"Dt. Karsa Nasyidah, M.Kom.",34,Non-Student,F,emoney,38,Stasiun Tebet - Rusun Karet Tengsin,Pal Batu 3,Kel. Benhil,2023-04-03 06:27:04,2023-04-28 18:11:48
180074853270640,"Dr. Laswi Usamah, S.Ked",65,Non-Student,F,emoney,37,Blok M - PGC,Jln. Poncol Jaya 2,PLN Duren Tiga 2,2023-04-03 06:12:58,2023-04-28 18:57:00
180074952289665,Asmadi Setiawan,53,Non-Student,F,emoney,1,Stasiun Tebet - Kampung Melayu,Jatinegara Timur,Jln. Jatinegara Timur IV,2023-04-30 08:41:09,2023-04-30 10:07:19
180074978149455,"R.A. Vivi Utama, S.T.",55,Non-Student,M,emoney,39,Stasiun Manggarai - UI,Poltek Bunda Kandung,St. Lenteng Agung 1,2023-04-03 07:03:14,2023-04-28 18:43:06
180075154547792,Tami Thamrin,26,Non-Student,F,emoney,4,Jelambar - Juanda,Cempaka Putih,Ancol,2023-04-09 15:32:56,2023-04-30 11:46:11
180075409596610,"Cayadi Zulkarnain, S.Pd",28,Non-Student,M,emoney,1,Pelabuhan Kaliadem - Kota,Perumahan Buddha Tzu Chi 1,Muara Angke,2023-04-09 07:43:32,2023-04-09 08:14:07
180076008017040,Cakrawangsa Hidayat,16,Student,F,emoney,14,Grogol - Srengseng,Jln. Palmerah Barat IV,Grha Muncul Mekar,2023-04-13 07:31:49,2023-04-19 21:19:32
180076677620512,Shakila Siregar,30,Non-Student,M,emoney,39,Kampung Melayu - Duren Sawit,Bidara Cina 1,Jln. Panti Asuhan,2023-04-03 06:31:05,2023-04-28 20:36:32
180076863184943,Panca Nashiruddin,30,Non-Student,M,emoney,4,Kampung Melayu - Tanah Abang via Cikini,Gg. Sadar Vb,Cawang UKI,2023-04-08 06:54:46,2023-04-29 18:50:27
180077293882437,Jarwi Ramadan,24,Non-Student,F,emoney,4,Lebak Bulus - Cipulir,BNN LRT,Cawang Soetoyo,2023-04-09 09:44:04,2023-04-29 19:20:44
180078846718763,Rafid Pranowo,20,Non-Student,F,emoney,38,Blok M - Pasar Minggu,Buncit Indah 2,Koperasi,2023-04-03 07:33:13,2023-04-28 21:23:35
180080234589061,T. Anom Simanjuntak,31,Non-Student,F,emoney,4,Harmoni - Jakarta International Stadium,Jln. Cideng Timur I,Flyover Karet 2,2023-04-09 05:07:19,2023-04-30 11:39:30
180083201664057,R.A. Wirda Safitri,35,Non-Student,F,emoney,40,Lenteng Agung - Aseli,Sbr. Masjid Jami Asy Syakirin,Gg. H. Mesir,2023-04-03 06:53:52,2023-04-28 18:50:47
180084216718110,Praba Mayasari,42,Non-Student,F,emoney,3,Batusari - Grogol,Pertigaan Usman Harun,Sbr. Masjid Al Fida Komodor Halim,2023-04-08 08:26:17,2023-04-29 19:44:44
180084292834161,Wani Siregar,48,Non-Student,F,emoney,14,Pinang Ranti - Kampung Rambutan,SPBU Pinang Ranti 2,Pertigaan Ceger,2023-04-13 13:09:17,2023-04-19 18:38:26
180085126533846,Margana Damanik,41,Non-Student,F,emoney,1,Pinang Ranti - Pluit,RS Harapan Kita Arah Selatan,Cawang UKI,2023-04-13 19:30:44,2023-04-13 20:47:01
180089739884224,Mustika Rajasa,42,Non-Student,M,emoney,4,Bulak Turi - Tanjung Priok,Andara Margasatwa 3,Bundaran Cipinang Kebembem,2023-04-09 07:07:26,2023-04-30 19:30:29
180089784129574,Dimaz Mangunsong,18,Student,M,emoney,4,Cibubur - Balai Kota,Bidara Cina,BNN Arah Barat,2023-04-09 12:12:42,2023-04-30 15:45:32
180090240275308,Luis Hidayanto,16,Student,F,emoney,4,Rusun Pondok Bambu - Walikota Jakarta Timur,Dapsus 4,GOR Sumantri,2023-04-08 12:12:57,2023-04-30 20:21:03
180090622021106,Irma Suwarno,28,Non-Student,F,emoney,39,Bintara - Cipinang Indah,Al Khairiyah School,Puskesmas Duren Sawit,2023-04-03 06:04:38,2023-04-28 23:02:32
180091631801439,Wisnu Andriani,22,Non-Student,M,emoney,1,Terminal Tanah Merah - Pulo Gadung,Jln. Kelapa Nias IV,SDN Pegangsaan Dua 07,2023-04-07 17:36:24,2023-04-07 19:52:52
180092456265254,Fitriani Mansur,17,Student,M,emoney,39,Senen - Blok M,Dana Reksa,Plaza Sentral,2023-04-03 07:14:51,2023-04-28 21:58:32
180095534848678,Paris Lazuardi,17,Student,M,emoney,4,Stasiun Tebet - Karet via Patra Kuningan,Jln. Mastrip,CSW 2,2023-04-09 15:20:04,2023-04-29 12:34:54
180095862033760,Bagas Siregar,33,Non-Student,M,emoney,4,Tanjung Priok - Plumpang,Jln. Kb. Bawang XIII,Enggano,2023-04-09 15:43:23,2023-04-30 09:12:37
180096002521425,"Drs. Luwar Usada, S.Sos",28,Non-Student,F,emoney,1,Kalideres - Bundaran HI via Veteran,Grogol 1,RS Sumber Waras,2023-04-20 15:48:55,2023-04-20 17:39:27
180096558513669,"Liman Pertiwi, S.Psi",57,Non-Student,F,emoney,3,Bintara - Cipinang Indah,Pintu Masuk PIK 2,HKBP Rawamangun,2023-04-09 21:29:02,2023-04-30 14:43:15
180096606431591,KH. Laksana Kuswandari,31,Non-Student,F,emoney,4,Grogol - Tubagus Angke,BSI Cengkareng,JIS,2023-04-09 20:44:32,2023-04-30 23:23:18
180097961752050,Narji Wijaya,13,Student,F,emoney,14,Kampung Rambutan - Juanda via Pasar Baru,Senen,Kampung Rambutan,2023-04-13 11:37:19,2023-04-19 20:36:44
180097982588566,"Kamaria Megantara, S.IP",27,Non-Student,M,emoney,39,Blok M - Universitas Indonesia,Ps. Santa,Tirtayasa 1,2023-04-03 06:23:39,2023-04-28 18:24:27
213100307169137,Paulin Agustina,41,Non-Student,F,emoney,1,Cilangkap - Cililitan,Green Terrace 2,Sbr. Jln. SMPN 160,2023-04-10 19:15:55,2023-04-10 21:00:21
213100436673249,Ir. Siti Waskita,22,Non-Student,F,emoney,40,Rusun Marunda - Terminal Terpadu Pulo Gebang,Flyover Pulo Gebang 1,Jln. Inspeksi Pam,2023-04-03 06:00:21,2023-04-28 19:42:00
213100542795050,Murti Kuswoyo,43,Non-Student,F,emoney,4,Lebak Bulus - Andara,Akper Fatmawati Pondok Labu,Jln. Tebet Timur Dalam VIII J,2023-04-08 09:33:37,2023-04-30 18:32:27
213100930486734,Laras Mandala,37,Non-Student,F,emoney,4,Kampung Rambutan - Pinang Ranti,Pondok Gede Raya,Jln.Tebet Barat V,2023-04-08 18:53:22,2023-04-30 13:38:32
213103291564701,Enteng Maryadi,28,Non-Student,M,emoney,3,Jelambar - Kota,Petojo,Masjid Al Jihad Ulujami,2023-04-16 17:17:59,2023-04-30 14:50:45
213104805015669,"Sutan Garda Tampubolon, S.Pd",68,Non-Student,M,emoney,37,Lebak Bulus - Cipulir,JPO Timur Pondok Indah 1,St. MRT Lebak Bulus,2023-04-03 05:59:21,2023-04-28 17:44:30
213105335345336,Gangsa Dabukke,33,Non-Student,M,emoney,4,Grogol - Meruya via Roxy,Gelora Bung Karno 1,Jln. Inspeksi Kali Pesanggrahan Barat,2023-04-09 21:05:32,2023-04-30 14:28:15
213105441171576,Tgk. Chelsea Jailani,52,Non-Student,F,emoney,4,Bintaro - Fatmawati,At Thahiriah 2,Bintaro Xchange,2023-04-09 09:30:34,2023-04-29 18:54:11
213105773866033,drg. Zamira Nurdiyanti,45,Non-Student,M,emoney,39,Ciledug - Tendean,Kebayoran Lama,Tirtayasa,2023-04-03 05:44:05,2023-04-28 17:43:18
213107317059919,"Sutan Galiono Mahendra, M.Pd",35,Non-Student,M,emoney,40,Taman Waduk Papanggo - Kota Tua,Puskesmas Kel. Papanggo,Pintu Air Kalimati,2023-04-03 08:37:51,2023-04-28 22:56:39
213107448129250,"Umi Hariyah, S.E.I",34,Non-Student,F,emoney,4,Bekasi Barat - Blok M,Bekasi Barat,Kejaksaan Agung,2023-04-09 06:40:55,2023-04-30 15:18:32
213107623841273,Natalia Pratama,60,Non-Student,M,emoney,1,Pulo Gebang - Pulo Gadung 2 via PIK,United Tractors 1,Raya Penggilingan,2023-04-01 06:22:27,2023-04-01 08:15:45
213107696090881,Kartika Yuniar,56,Non-Student,F,emoney,4,Bintara - Cipinang Indah,Jln. B Basmol Raya,CPI Belakang 2,2023-04-09 14:55:57,2023-04-30 19:58:44
213108112882307,R.M. Rafi Puspita,58,Non-Student,M,emoney,36,Kampung Rambutan - Pasar Rebo via Poncol,Gg. H. Seman Susukan,Jln. Suci Raya Bogor,2023-04-03 06:23:34,2023-04-28 19:41:09
213109346393293,Vanesa Pratiwi,13,Student,F,emoney,4,Pancoran - Kampung Rambutan,Jembatan Pintu Satu,BNN Arah Barat,2023-04-08 08:24:12,2023-04-29 14:43:45
213109439786494,Muni Saragih,18,Student,M,emoney,36,Pulo Gadung - Monas,Gambir 1,ASMI,2023-04-03 07:46:32,2023-04-27 19:32:18
213109637797111,T. Galar Rajasa,24,Non-Student,F,emoney,14,Kampung Rambutan - Monas,Cikoko Stasiun Cawang Arah Barat,BKN,2023-04-13 05:52:42,2023-04-19 21:58:36
213109818183511,Adinata Damanik,54,Non-Student,M,emoney,38,Kampung Rambutan - Pasar Rebo via Poncol,KPP Pratama Pasar Rebo,Sbr. Akademi Farmasi Mahadhika,2023-04-03 09:45:53,2023-04-28 22:16:21
213110188531693,Nurul Rajasa,42,Non-Student,M,emoney,4,Cililitan - Dwikora,Jln. Kelapa Gading III Cililitan Besar,Cililitan Besar 1,2023-04-09 13:56:56,2023-04-30 22:18:55
213110528533268,Queen Hidayat,37,Non-Student,F,emoney,1,Pesanggrahan - Blok M,Sbr. SD Kartika X-4,Grand Centro Bintaro,2023-04-08 18:34:49,2023-04-08 21:21:38
213110868551409,dr. Lalita Budiyanto,13,Student,M,emoney,13,Gondangdia - Senen,Simpang Gunung Sahari III,RSPAD 1,2023-04-13 05:05:53,2023-04-19 20:18:47
213111941956573,Kamila Yulianti,50,Non-Student,M,emoney,37,Terminal Kampung Melayu - Terminal Klender,SKKT Pondok Bambu,Jln. Bekasi Timur VI,2023-04-03 07:22:13,2023-04-28 08:11:00
213113371461462,Belinda Samosir,31,Non-Student,F,emoney,4,Kampung Melayu - Pulo Gebang via BKT,Jln. Arus Jati,Bidara Cina,2023-04-09 13:30:33,2023-04-30 17:44:56
213114667856993,Kariman Farida,13,Student,F,emoney,38,Kalimalang - Duren Sawit,Gereja HKBP Duren Sawit,Masjid Baiturrahman Duren Sawit,2023-04-03 08:00:02,2023-04-28 22:26:15
213115245142137,Estiono Simbolon,30,Non-Student,F,emoney,38,Rawa Buaya - Rawa Kompeni,Simpang Prepedan Benda Raya,MTsN 37,2023-04-03 05:42:19,2023-04-28 18:51:41
213115467544259,Bella Suryatmi,19,Non-Student,F,emoney,4,Ciledug - Tendean,Indosiar,Balai Pertamina,2023-04-08 18:15:57,2023-04-30 13:34:02
213115572929254,Kunthara Budiman,28,Non-Student,M,emoney,4,Bintaro - Blok M,S Parman Podomoro City Arah Timur,DPR MPR 1,2023-04-08 20:09:56,2023-04-30 15:38:23
213119132205510,Atma Sirait,36,Non-Student,F,emoney,14,Kalimalang - Duren Sawit,SMPN 199,PPKD Jaktim,2023-04-13 11:58:03,2023-04-19 21:46:46
213119392508801,Jasmin Fujiati,47,Non-Student,F,emoney,39,Kalideres - Puri Kembangan,Jln. Al Falah Duri Kosambi,Sbr. Gg. H. Anim Semanan,2023-04-03 08:30:01,2023-04-28 20:31:00
213119611434995,"Jono Melani, S.E.",36,Non-Student,F,emoney,4,Kampung Rambutan - Pondok Gede,Jln. Mastrip,RPTRA Mutiara Rawabinong,2023-04-08 11:06:25,2023-04-30 21:50:49
213120748859641,Jelita Maryadi,48,Non-Student,M,emoney,38,Pluit - Senen,Pluit 1,Landmark Pluit Auto Plaza,2023-04-03 17:39:41,2023-04-28 18:46:10
213121182081593,"dr. Rahman Anggraini, S.Psi",17,Student,F,emoney,14,Cibubur Junction - Blok M,Komdak 2,Blok M Jalur 4,2023-04-13 07:27:12,2023-04-19 19:23:29
213121265875226,Jarwi Yolanda,21,Non-Student,M,emoney,37,Puri Beta 2 - Tendean,Seskoal,Cipulir,2023-04-03 09:35:40,2023-04-28 21:05:42
213121690546749,Pranata Wahyudin,15,Student,F,emoney,38,Cilangkap - Cililitan,Jln. Budi Murni Raya Cilangkap,Jln. Giri Kencana Raya Cilangkap,2023-04-03 05:58:04,2023-04-28 18:40:22
213122351336222,"Drs. Uli Hasanah, M.Ak",19,Non-Student,F,emoney,14,Tanjung Priok - PGC 2,Kayu Putih Rawasari,Ahmad Yani Bea Cukai,2023-04-13 07:02:44,2023-04-19 22:16:54
213125070843980,"Tgk. Salwa Wahyudin, M.Kom.",33,Non-Student,F,emoney,14,Bintaro - Fatmawati,Bintaro Xchange,Bintaro Xchange,2023-04-13 12:48:37,2023-04-19 20:44:37
213127195148501,Viktor Zulkarnain,37,Non-Student,M,emoney,39,Harmoni - Jakarta International Stadium,Pecenongan,Sunter Icon,2023-04-03 05:53:21,2023-04-28 19:11:19
213129225555184,Tgk. Cagak Zulaika,31,Non-Student,F,emoney,38,Cinere - Bundaran Senayan,Gelora Bung Karno 1,Bundaran Senayan 1,2023-04-03 05:02:17,2023-04-28 18:22:33
213129238120604,Zulaikha Sinaga,35,Non-Student,F,emoney,1,Ragunan - MH Thamrin via Kuningan,Warung Jati,Kuningan Timur,2023-04-01 15:25:46,2023-04-01 16:36:12
213129456959329,Rika Yuniar,36,Non-Student,F,emoney,3,BSD Serpong - Fatmawati,Cempaka Tengah,Jln. H. Hamid Semanan,2023-04-08 19:46:45,2023-04-22 14:31:34
213132884130372,Dr. Rika Zulaika,32,Non-Student,F,emoney,4,Bekasi Barat - Kuningan,Ariobimo Sentral,Patra Kuningan 1,2023-04-08 11:21:22,2023-04-30 16:43:51
213133401291382,Raditya Maryadi,17,Student,M,emoney,39,Kampung Melayu - Pulo Gebang via BKT,Masjid Jami Al Inayah,Buaran Plaza,2023-04-03 07:57:02,2023-04-28 21:38:45
213134876567066,"Drs. Irfan Hakim, M.TI.",22,Non-Student,M,emoney,4,Kampung Rambutan - Ragunan,Kementan,Jln. Adam Sukabumi Utara,2023-04-08 11:50:07,2023-04-30 07:13:52
213135078300214,Kamal Nuraini,59,Non-Student,M,emoney,13,Pinang Ranti - Kampung Rambutan,Jln. Mastrip,Term. Pinang Ranti,2023-04-13 05:42:42,2023-04-19 21:30:39
213135516635817,"Edward Suartini, S.Pt",18,Student,F,emoney,4,Cawang UKI - Lubang Buaya,Jln. Cakrawala,Gempol Baru 1,2023-04-08 11:15:48,2023-04-29 07:56:24
213135953482814,Humaira Saptono,43,Non-Student,M,emoney,4,Blok M - Kota,Cempaka Mas,Bendungan Hilir,2023-04-09 13:33:29,2023-04-29 14:43:56
213135976726106,"Jati Usada, M.Farm",48,Non-Student,M,emoney,4,Cilangkap - Cililitan,Carrefour Buaran,Gg. Mawar,2023-04-09 16:06:43,2023-04-30 08:07:40
213136570183140,drg. Gawati Maryadi,32,Non-Student,M,emoney,40,Senen - Pisangan Baru,Jln. Galur Sari Barat 2,BPPK Jakarta,2023-04-03 06:53:49,2023-04-28 18:11:34
213137428120839,Rafi Novitasari,21,Non-Student,M,emoney,4,Grogol - Pos Pengumben via Slipi,Jln. Bima Kemanggisan,Jln. Bima Kemanggisan,2023-04-09 20:05:59,2023-04-30 08:22:54
213138468536488,"Puti Malika Halim, M.Kom.",26,Non-Student,F,emoney,4,Bulak Turi - Tanjung Priok,Jln. Komplek Cakrawala,BNN Arah Barat,2023-04-08 09:26:55,2023-04-30 16:40:12
213142527848165,"Dr. Mulya Pangestu, S.Farm",37,Non-Student,F,emoney,39,Rusun Rawa Bebek - Bukit Duri,Masjid As Sudairi,Masjid Attahiriyah,2023-04-03 08:10:00,2023-04-28 23:36:52
213142775112736,Nadine Waluyo,27,Non-Student,F,emoney,1,Grogol - Meruya via Roxy,AKR Tower,MNC Studios,2023-04-30 14:45:49,2023-04-30 15:09:39
213145603194040,Caket Mandala,38,Non-Student,M,emoney,38,Pinang Ranti - Bundaran Senayan,Tegal Parang Arah Timur,Pinang Ranti,2023-04-03 08:50:45,2023-04-28 18:43:03
213146091952345,Raina Kusmawati,28,Non-Student,F,emoney,40,Tongtek - Tebet Eco Park (TEP) - Cililitan,Kalibata City 2,STEKPI,2023-04-03 05:40:36,2023-04-28 19:36:12
213146115464780,Cornelia Kuswandari,45,Non-Student,F,emoney,39,Tanah Abang - Meruya,Kec. Kembangan,Jln. Palmerah Barat IV,2023-04-03 08:01:03,2023-04-28 18:10:57
213148799089875,Kambali Mandasari,19,Non-Student,F,emoney,40,Lebak Bulus - Cipulir,Jln. Metro Duta 1,Bintaro Park VIew,2023-04-03 05:49:45,2023-04-28 17:55:24
213148807606942,Lega Habibi,14,Student,F,emoney,4,Bintara - Cipinang Indah,Flyover Raya Bogor,Jln. Al Baidho 1,2023-04-08 12:10:05,2023-04-30 18:14:02
213148974212458,Gaman Prasetyo,37,Non-Student,F,emoney,39,Kampung Melayu - Tanah Abang via Cikini,Slamet Riyadi 1,RSIA Bunda 2,2023-04-03 08:30:25,2023-04-28 10:56:46
213149478551300,Ir. Lidya Mangunsong,28,Non-Student,F,emoney,4,Kampung Rambutan - Pasar Rebo via Poncol,Cervino Village,Bundaran Senayan 1,2023-04-09 05:23:04,2023-04-30 21:16:12
213150687788238,"R.A. Hilda Mandala, S.IP",40,Non-Student,M,emoney,2,Bekasi Barat - Blok M,Komdak 1,Rajiman 2,2023-04-16 15:13:56,2023-04-22 10:56:28
213152538083504,Nabila Megantara,57,Non-Student,F,emoney,1,Stasiun Tebet - Karet via Underpass,Sampoerna Strategic,Plaza Sentral,2023-04-24 08:20:04,2023-04-24 10:02:11
213154018613198,"R.M. Candrakanta Prasasta, S.I.Kom",21,Non-Student,F,emoney,1,Semper - Rorotan,Jln. Marunda Baru,Rorotan BKT,2023-04-23 12:20:59,2023-04-23 12:44:06
213155263532652,Restu Waluyo,40,Non-Student,F,emoney,39,Pelabuhan Kaliadem - Kota,Bandengan Selatan,Perumahan Buddha Tzu Chi 2,2023-04-03 06:13:03,2023-04-28 17:57:53
213155309116759,Tgk. Ilsa Farida,41,Non-Student,M,emoney,39,Pantai Maju - Kota,Pantai Maju,SD Diakonia 1,2023-04-03 05:45:14,2023-04-28 19:07:28
213155822653833,"R. Devi Hariyah, S.T.",50,Non-Student,M,emoney,39,Kalibata - Kuningan,Jln. Sawo III,Masjid Al Barakah Assyafiiyah,2023-04-03 16:19:39,2023-04-28 19:17:38
213156300374850,Najwa Aryani,58,Non-Student,M,emoney,1,Blok M - Universitas Indonesia,Sbr. H. Samali,YBK,2023-04-27 17:41:35,2023-04-27 20:32:34
213159426675861,drg. Zahra Nashiruddin,48,Non-Student,F,emoney,1,Cibubur - Balai Kota,Plaza Sentral,Buperta Cibubur,2023-04-04 10:29:47,2023-04-04 13:27:25
213160779285738,"R. Putri Kusumo, S.E.I",27,Non-Student,F,emoney,1,Pantai Maju - Balai Kota,Pantai Maju,Sawah Besar Arah Selatan,2023-04-09 15:45:24,2023-04-09 17:44:38
213162807326799,Endah Pratiwi,40,Non-Student,M,emoney,1,Cibubur Junction - Blok M,Menara Mandiri,Gelora Bung Karno 1,2023-04-17 17:25:20,2023-04-17 18:14:19
213164568637687,R.M. Legawa Prastuti,56,Non-Student,F,emoney,1,Ciputat - CSW,Antena III,Komplek Uin,2023-04-02 09:00:50,2023-04-02 10:26:47
213165965158193,Icha Novitasari,21,Non-Student,M,emoney,1,Tanjung Priok - PGC 2,Walikota Jakarta Utara Arah Utara,Enggano,2023-04-08 06:35:18,2023-04-08 09:34:06
213166032088637,Uchita Mustofa,28,Non-Student,F,emoney,14,Gondangdia - Balai Kota,BRI Menteng,Masjid Cut Nyak Dien,2023-04-13 13:34:26,2023-04-19 19:42:43
213166724857828,Ade Waluyo,20,Non-Student,M,emoney,4,Kalideres - Gelora Bung Karno,Indosiar,Grogol 2 Arah Selatan,2023-04-08 16:10:29,2023-04-30 10:01:59
213169323959862,Najib Gunawan,49,Non-Student,M,emoney,40,Ciputat - CSW,Pondok Indah 1,Auto 2000,2023-04-03 08:00:21,2023-04-28 21:42:59
213169429024355,T. Karna Rahimah,23,Non-Student,F,emoney,3,Pulo Gebang - Pulo Gadung 2 via PIK,At Thahiriah 2,Komplek Polri Duren Tiga,2023-04-09 11:36:37,2023-04-29 14:15:59
213169744437795,Raden Mardhiyah,37,Non-Student,F,emoney,38,Bintaro - Fatmawati,Bintaro Xchange,Bintaro Xchange,2023-04-03 06:10:28,2023-04-28 20:57:15
213170888063660,Ghaliyati Dongoran,39,Non-Student,F,emoney,40,Jakarta International Stadium - Senen,Jln. Dadap,JIS,2023-04-03 08:02:16,2023-04-28 21:27:04
213171034000424,"Bahuwarna Prayoga, S.Sos",41,Non-Student,F,emoney,38,Ragunan - Dukuh Atas 2,Duren Tiga,Buncit Indah,2023-04-03 07:03:52,2023-04-28 18:32:57
213171077805689,Hj. Zalindra Wasita,36,Non-Student,F,emoney,4,Bekasi Barat - Blok M,Fresh Market PIK,Monas 1,2023-04-09 11:13:27,2023-04-29 07:35:23
213173837348075,"Ir. Emas Mandala, S.Sos",12,Student,M,emoney,40,Rusun Pondok Bambu - Walikota Jakarta Timur,Baladewa Residence,Kampung Jembatan Ngurah Rai,2023-04-03 06:14:11,2023-04-28 22:15:24
213174928876354,Rini Hutasoit,37,Non-Student,M,emoney,40,Tanjung Priok - Pluit,Kali Besar Barat,Pluit,2023-04-03 07:22:50,2023-04-28 20:24:40
213175543237278,"Tgk. Vanesa Pudjiastuti, S.IP",23,Non-Student,F,emoney,1,Kebayoran Lama - Tanah Abang,St. Tanah Abang 3,Kel. Benhil,2023-04-12 15:08:39,2023-04-12 16:27:51
213178003374573,Ilsa Wahyuni,22,Non-Student,F,emoney,1,PGC 2 - Tanjung Priok,Cempaka Putih,Pedati Prumpung,2023-04-17 09:36:35,2023-04-17 11:41:42
213178670687034,"Hj. Nabila Hutasoit, S.Pd",32,Non-Student,M,emoney,4,Blok M - Andara,Mushola Al Achyar Cipete,Jln. Elpa Putih II,2023-04-09 21:39:03,2023-04-30 16:24:49
213179781403691,Teddy Najmudin,24,Non-Student,F,emoney,38,Joglo - Blok M,Iskandar Muda,Masjid Nurul Iman Joglo,2023-04-03 06:44:34,2023-04-28 18:45:33
213181664355865,"R. Praba Waskita, S.Psi",51,Non-Student,M,emoney,3,Kampung Melayu - Tanah Abang,Jati Padang,Kampung Melayu Kecil,2023-04-15 20:09:56,2023-04-29 22:37:18
213182881743974,Putri Nashiruddin,29,Non-Student,M,emoney,36,Cibubur - Balai Kota,Cibubur Junction,MH Thamrin 2,2023-04-03 09:43:54,2023-04-28 18:01:27
213183686660553,Tri Handayani,15,Student,M,emoney,14,Cililitan - Condet via Kayu Manis,Sbr. Gg. H. Loong Tengah,Gg. Mundu II Tengah,2023-04-13 05:30:35,2023-04-19 16:18:08
213184927022546,Galih Saputra,18,Student,F,emoney,39,Kalibata - Kuningan,Pengadegan Barat VII,Klinik Kartika Pengadegan,2023-04-03 09:42:55,2023-04-28 23:15:21
213186627613334,Kenari Pangestu,28,Non-Student,M,emoney,39,Senen - Lebak Bulus,Pegangsaan Timur,Departemen Kesehatan,2023-04-03 08:02:51,2023-04-28 21:40:30
213186864489208,"Fitriani Hidayat, M.Kom.",18,Student,M,emoney,1,Tanah Abang - Kota,SMAN 10,Simpang Kopi Roa Malaka,2023-04-17 13:49:04,2023-04-17 14:51:16
213187760461390,Asirwada Marbun,39,Non-Student,M,emoney,40,Cinere - Bundaran Senayan,Bundaran Senayan 1,Bundaran Senayan 1,2023-04-03 07:29:56,2023-04-28 20:41:17
213189102300294,Ajimat Rahmawati,17,Student,F,emoney,14,Kelapa Gading - Rusun Kemayoran,Jln. Janur Indah XI,Jln. Kelapa Hybrida 10,2023-04-13 07:25:29,2023-04-19 19:23:52
213189212190841,"Nrima Wacana, S.Kom",32,Non-Student,F,emoney,1,Kampung Rambutan - Tanjung Priok,Cempaka Mas,Permai Koja Arah Utara,2023-04-28 17:52:28,2023-04-28 20:38:55
213189948673904,Fathonah Anggraini,18,Student,M,emoney,40,Stasiun Manggarai - Blok M,Kuningan Timur,Gatot Subroto Jamsostek Arah Barat,2023-04-03 05:16:17,2023-04-28 18:03:56
213191293100137,Darman Purwanti,25,Non-Student,M,emoney,38,Kampung Melayu - Pulo Gebang via BKT,Masjid Jami At Taqwa 2,SMAN 100,2023-04-03 06:45:03,2023-04-28 06:23:06
213192362747287,"Dr. Malik Purwanti, S.Kom",45,Non-Student,M,emoney,3,Pasar Minggu - Tanah Abang,Bendungan Hilir,Jati Padang,2023-04-08 08:33:45,2023-04-22 14:34:22
213192524816871,Padmi Damanik,50,Non-Student,M,emoney,1,Rusun Flamboyan - Cengkareng,Rusun Flamboyan,Mall Taman Palem 2,2023-04-23 20:04:28,2023-04-23 20:52:38
213193665773269,Balidin Pradana,21,Non-Student,F,emoney,40,Harapan Indah - ASMI,Lion Metal 2,KPP Pratama Cakung 2,2023-04-03 07:46:08,2023-04-28 23:11:20
213193773813361,"Icha Hartati, S.IP",45,Non-Student,M,emoney,38,Tanah Abang - Kebayoran Lama,Sbr. Ps. Pisang,Sbr. The Jakarta Post,2023-04-03 08:29:23,2023-04-28 19:27:38
213193779899125,Limar Usada,21,Non-Student,F,emoney,11,PGC 1 - Ancol,Kramat Sentiong,BNN LRT,2023-04-13 10:26:59,2023-04-19 19:09:23
